zipcode,average_price
1834CN,null
6822EH,397.0
2211ST,null
1949AJ,null
6212BT,730.0
9712HT,null
2275AL,null
6832BE,415.0
7413RJ,320.0
3062LG,525.0
6532TL,990.0
1078HS,null
4701AA,null
5021WH,925.0
1815CD,550.0
3112VN,1275.0
1422WK,null
1024AM,950.0
5622AW,null
3956MB,null
5263CE,null
3511JT,null
8915AM,425.0
2316PD,796.0
3039ED,null
8932HW,null
5046GE,806.5
1063AL,null
8911KN,null
6813HD,1456.0
1336HA,null
2022RC,null
1106CC,500.0
6211RJ,874.0
1064NR,495.0
9711XB,300.0
7417ZZ,350.0
6641AD,370.0
8251DG,350.0
3831EK,null
1102ZB,null
7522LH,357.33
1504HJ,650.0
3071GK,382.0
6964CA,null
3022EC,420.0
2035BD,null
2496SV,null
2573LS,null
2596GK,null
1115GR,null
3023DE,450.0
8019XH,null
1062JB,null
5283MA,null
3551GD,385.0
2628TJ,295.0
3085EX,808.33
9726JD,415.0
5611CK,null
5641PC,310.0
7415VX,null
6042TT,null
3027AK,1130.0
2613SN,null
5025JP,997.5
8933BG,575.0
9753GL,null
3028BV,360.0
9718HK,523.0
6521EA,500.0
6658WS,null
2563HT,510.0
2521SH,null
8911JE,null
2318XE,null
9713GA,935.0
1013EL,null
5612CL,null
2561DT,null
6843GV,null
3026GD,410.0
2531BK,null
1057DB,null
6214AB,null
7413CE,null
3904EX,null
1095TS,780.0
3544PA,616.67
3551SX,1000.0
1054WX,null
2262XT,1200.0
1055KR,null
1829CG,375.0
6703CJ,null
1063BK,2425.0
1073VP,null
6161GX,600.0
3562JH,null
3991JS,null
6714KP,290.0
7331BH,null
3818XL,null
1825PM,null
7608XW,null
6413CR,750.0
7543DM,null
3021RC,null
9725AG,null
9741CA,287.0
5625ED,400.0
3632HA,null
3068JJ,400.0
2353PM,800.0
5652JH,null
1102GM,1432.5
6541NN,null
2611EV,null
5611CN,561.8
9711GE,432.25
5013BK,486.0
3032HD,null
1503EA,450.0
3073DZ,1150.0
3533JJ,null
3585LC,null
5046GB,825.0
8923BA,null
9723AM,null
3067MD,568.33
6211HW,null
3081HT,null
1949AG,null
2134XR,null
3062KL,450.0
5652JN,490.0
3111HM,null
2624KD,null
3545NA,null
5512CA,null
1183PM,1590.0
9732KE,845.0
7521WS,null
6224GM,null
1115AV,660.0
6511AM,null
2314AB,null
9711HN,null
1106NN,null
3016AH,675.0
2511XH,800.0
5643AK,765.0
3161VG,null
3039JN,null
6531HV,422.5
1181PB,null
8011NP,null
2515AM,662.5
2582XA,null
7521BM,331.0
2316SJ,1691.67
6135CR,439.0
5223SL,535.0
3564SK,null
3038PK,1195.0
6219NG,410.0
6712BV,500.0
1024CN,1075.0
2312TC,370.0
5014HK,null
5025HN,null
6821DD,1020.0
6824LG,null
1095MJ,600.0
6584AW,null
6541MH,285.0
6811LH,null
3553GP,1200.0
1082TV,null
5017HK,null
3026GP,725.0
9725CS,null
6531DR,308.33
2595GL,null
2565ET,null
2611GJ,330.0
3043AN,485.0
1015ML,1050.0
4872XN,null
1363BJ,null
9741AA,null
4845PA,null
3023DD,450.0
9721ES,495.0
3026VD,null
2312MJ,470.0
3028GB,null
1055TL,null
3951BA,300.0
1087JE,575.0
5651BM,425.0
1171KB,600.0
1025BA,null
1106ZL,610.0
1062HD,null
3512CS,null
6721WB,null
6512GW,null
9718AT,385.0
5216XA,null
1187EG,null
1973PW,null
1056ET,1438.75
2572WX,null
5038BV,929.0
6931CN,null
3523CL,1029.0
4353BJ,null
3043CM,null
9714CL,879.0
6511BC,400.0
5611XC,null
3581LC,770.0
5014NL,490.0
3082HB,null
9742GK,null
8043NV,null
5345TP,840.0
1098BE,null
3025AB,null
9724KX,410.0
4873DV,null
2625PZ,null
9725AM,485.0
6824GR,465.0
3062GX,null
5211DM,310.0
2013XL,null
5611GC,null
1115VN,null
9736BM,350.0
6826BN,345.0
6571AG,null
3039DN,null
4815CT,335.0
1973VW,550.0
9712CW,null
1057WN,null
3081PC,null
9715HE,null
8042AB,430.0
7531BC,320.0
1363SX,490.0
7031DE,720.0
1104KK,775.0
5707PR,2100.0
1056XJ,null
6824AX,1195.0
6581AG,400.0
3031AD,677.0
3035EC,1255.0
6221CK,null
5171MV,null
1071WR,2125.0
3062TD,null
3074PX,535.0
9724CK,null
8225MJ,null
8011TD,400.0
7552VX,null
5825BT,null
4811TN,null
1051XA,1445.0
3582SH,490.0
3522JD,375.0
5041JM,null
8265JN,null
1056JE,null
3531GP,null
3642CH,null
3584HE,1200.0
2313TN,null
3078HH,null
1079ZV,null
2396CD,null
1213VA,null
3032AV,null
2515VM,null
8932HD,355.0
3082MA,null
3061XS,null
2311DD,null
5014MS,895.0
4382LE,235.0
2613AS,450.0
5014GH,null
9728BE,352.5
9727ED,280.0
1107AD,null
9718BE,null
7545ZB,336.0
2522LB,null
3083GJ,662.5
5626DP,null
5583GW,null
2042DV,null
1822MB,null
4818SB,null
5021VK,null
1067DZ,773.33
9711KC,null
1086VE,750.0
6211LL,null
3554XV,null
1181CH,1600.0
6813GG,null
1034WL,null
5651LX,847.0
3526VE,null
3526XX,null
2561DD,null
7513CT,342.5
2907BD,1100.0
1079GB,null
3071BL,null
6226CH,null
3251XC,null
6524JD,null
1274GR,1600.0
4814BC,null
3526HT,1123.33
5032BZ,1085.0
1401AG,null
3437RH,607.0
1181GR,null
2012VG,null
1382TZ,null
9744EC,560.0
2021XS,null
6211KW,null
1078XM,null
9721NG,360.0
2311NN,1150.0
4826GM,490.0
2312AS,null
1065BN,850.0
4816AL,null
6521MG,1150.0
1024BP,700.0
2625BS,340.0
7391WE,null
3061TH,null
4818BM,null
1059BV,null
5298AA,500.0
7411GT,null
3811PG,2050.0
3512TA,1245.0
3051RH,750.0
6521CX,null
1097CA,null
1083GB,null
3811ES,null
1766GB,null
8011MT,null
3011XS,350.0
3552XC,null
1185GT,null
9723ZT,null
3082XM,750.0
9321TA,null
1705LT,null
3561GP,null
2522PA,null
6541BZ,580.0
1051XG,745.0
6211EN,null
2531XG,515.0
2315HN,600.0
2542NN,315.0
1217SR,650.0
6522DG,null
7512AE,1050.0
1424SL,495.0
2273SG,null
7522ZA,341.92
2284EK,1475.0
8913AC,null
7333HM,null
1019TJ,1200.0
5615LH,null
3737AM,null
3524GH,null
1829BR,305.0
3526SK,null
7511BM,345.0
2625RC,null
7411KS,295.0
8933EB,null
3534RJ,662.5
2021ET,440.0
5667PR,null
9726BR,null
3701AN,null
1541GL,500.0
6413AS,null
2274CD,320.0
1183LW,null
3526WN,735.0
5025NR,null
3071TS,1575.0
5914BK,null
5614HD,650.0
4814KD,null
3551BH,null
1021NW,null
2202ZN,null
5087TT,null
6713NK,null
1087MR,null
2311VZ,null
2614AH,300.0
2562VW,null
1061CK,850.0
5211WS,null
3525EK,null
1813KN,600.0
1824KL,600.0
2624BS,340.0
3021DD,null
1825NB,350.0
2573HP,600.0
3571SR,null
9714JV,null
5503BR,555.0
1065JX,725.0
3074BJ,700.0
2611TV,null
1054TB,null
6291CT,510.0
2584AN,null
3063NB,null
1613EZ,null
1072BZ,null
7416ZJ,655.0
1025GZ,null
9724BA,null
5042KK,null
1068JE,null
2552JV,null
6512CR,null
6821BE,630.0
1108CA,580.0
6715DD,383.0
6833AM,412.5
6826RZ,null
1354GD,575.0
6551DR,441.67
3014VJ,null
1104GB,580.0
6214PW,null
1065JG,null
5615PB,550.0
2037GA,null
1056JN,null
1381MZ,540.0
6541PD,930.0
2613JA,320.0
9711TD,null
2132AX,2100.0
6811KG,677.0
3074LV,null
3037NA,531.67
7513BG,null
3601AG,null
1325ND,424.0
7512XX,null
3081HK,700.0
1815DD,400.0
2573ZL,null
5701BD,null
1094CZ,1800.0
6813HE,null
2311TS,null
1054HD,940.0
6045AR,null
2573PJ,null
9715AN,950.0
5261BR,null
2564BP,null
5622CN,427.67
3071AE,null
3085CW,null
3813AJ,null
5051RK,null
3122AN,null
7521AM,695.0
1076PG,575.0
6211NT,375.0
1055CK,null
1333KV,null
1091MD,null
2035LG,null
1087LL,483.0
1811KN,null
5611JD,null
1141SR,null
3561EA,null
7496AE,null
1112GC,475.0
3991DJ,900.0
6561CL,null
6223BW,700.0
3628ES,425.0
1094XE,700.0
5236TA,null
7545LJ,null
2493WV,450.0
5595CN,null
3991LM,null
5611AW,1300.0
9608PA,null
3021VM,null
5622AX,null
6535ZZ,null
8051SB,null
9742EJ,null
3526TX,650.0
3527JD,450.0
2561XV,null
3513XA,1200.0
6811HW,1147.0
9712AP,317.0
2315EP,null
3062PP,1298.33
9711NS,null
6828VD,345.0
1107JV,714.29
3572SC,1175.0
6951KD,null
6824MD,2325.0
1068DX,null
3011KE,null
2517TD,597.5
9728BB,null
1171ZC,440.0
3023HA,553.33
6717LS,null
8933EE,null
4811XS,920.0
1067BP,521.07
1076JV,null
1941EM,null
1102DD,650.0
3075LR,668.75
3073GP,716.67
3036CB,645.0
3081GP,875.0
1106BP,550.0
6603JC,null
2311EK,null
3562GV,null
1223DE,700.0
6131ED,null
8932AZ,355.0
3533AT,null
7533BD,null
1057BK,null
9713ZK,null
1251KP,null
2011WC,800.0
6541SN,241.0
2521ER,510.0
6524AD,449.0
8922AT,null
1018NC,null
2571RJ,null
5011DH,null
3584DZ,null
3039XM,750.0
3941ER,null
9743RS,null
1861KN,null
9711JN,250.0
1079AR,750.0
6826DX,788.25
8932GZ,425.0
5017CD,null
1065LH,825.0
5612WH,1850.0
8271GE,null
2332ES,495.0
6226GM,511.17
6419EN,null
5611RC,null
3061AH,null
3564XK,null
2587WG,null
8232BD,375.0
6706AV,null
4837AK,null
6531JT,420.0
5261EA,1505.0
2628EK,450.0
5664EC,540.0
5615JM,null
2311SJ,null
1506DS,450.0
5616HG,null
9726JA,607.5
3079KM,1195.0
2312CR,null
2011CP,1170.0
9731BB,815.0
5041JA,759.0
2274PP,null
7513DJ,null
3061VD,null
3553JT,null
7417VL,null
8014WP,null
3514VG,null
6953AL,1375.0
3083WK,null
2522GX,null
5042ZG,957.0
9712NE,null
9714AE,380.0
1165GN,550.0
5041DS,319.17
9714BR,900.0
6211LT,null
2026XC,440.0
9714JZ,null
5341CS,null
3075AP,437.0
6211NZ,758.0
6211RA,null
2133BD,1100.0
5211ND,null
1962AD,null
6411GT,459.0
9737PB,null
1096GL,700.0
9725GS,null
1056VZ,null
2545GV,800.0
9743NM,null
1506XL,487.5
1024NZ,625.0
6211NE,null
3023GD,null
5014DD,479.0
2406XS,775.0
7514BD,null
3583GK,null
3526VJ,null
3011PD,1058.0
4811WG,null
2021EH,null
5611VA,null
8043NT,null
5552AH,null
6882LC,995.0
6871AR,null
4381HL,null
2593SL,1600.0
3032XN,null
3631AB,550.0
7411AA,520.0
3083LA,null
1521JZ,null
4814HR,null
5664HM,559.0
3526GC,null
6542PH,765.0
7511RV,1282.67
1103RE,null
6533BW,null
9201HZ,350.0
3821AM,250.0
1094RZ,null
6828JJ,727.0
1063JJ,null
2315HL,577.0
3514CE,null
1097RE,1600.0
1186WZ,null
6227AE,null
6711AB,440.0
5037DG,955.0
9728KG,null
3021JM,593.0
5025KS,null
6537NP,null
5213SR,null
1016BP,null
3085AK,null
3025HX,null
5021BJ,null
7521SN,286.0
4817LK,null
6662DA,null
1054HC,null
2514KT,null
7511ET,352.5
7555GT,405.0
1313LB,null
2571VG,null
6717HD,null
1061TT,1500.0
3022XH,null
6711NL,null
1079VX,null
8921SM,500.0
1404HL,663.4
6221AR,535.0
5614CC,500.0
1056RD,null
1060PJ,null
7533AH,null
9743BS,419.67
1074CZ,null
1058NL,null
5041DP,897.0
2391EG,null
1015HE,null
2612XW,351.25
1063GB,null
5215BM,null
2311XK,null
3561XK,null
4817TC,600.0
2533CN,350.0
1079BX,null
8917CC,null
4826EA,null
2405XZ,null
6828TD,439.0
9724JZ,null
3583CR,null
5038EC,1132.0
8064PJ,null
9718EH,1025.0
1056RB,null
6824GN,null
3073JM,null
2584XM,null
1055MX,null
3941BT,null
1064ED,575.0
1325HV,null
1017GS,null
2511CM,null
6706KR,null
3812CG,372.5
9725EJ,395.0
5508RC,null
3023EL,725.0
2526CB,null
5223AK,null
1067ML,null
1102HE,510.0
1024BR,null
5236SN,495.0
2315BK,null
1017RN,null
3931PX,null
3011KH,null
3037EK,525.0
2518XD,485.0
5018EJ,null
9714HT,300.0
6367BD,null
2181TG,null
1058XJ,null
5641AH,null
1018DN,null
9721BP,null
3021CL,null
6717GN,null
2312MZ,null
1077LC,null
5611XG,null
2562PK,500.0
9743AR,null
7731GL,null
1324VC,null
2273JE,null
1057PR,null
5021JD,735.0
6532ZV,null
1061AC,null
1075CL,null
2622HB,392.0
1314JC,null
9711TP,550.0
2315LJ,null
2613RB,null
3081GN,null
2011KJ,null
3454GG,618.0
1019WJ,850.0
9725CP,null
8223ZL,null
6828DH,null
3764XH,null
2573BK,550.0
2526JL,null
1032JA,null
8933EG,260.0
2574HA,900.0
5271JN,null
2032EE,700.0
9726GL,null
9714HR,null
3555CE,null
2624CS,null
8935SB,375.0
3063CE,825.0
6601AM,505.0
5624CG,null
3812GG,null
5915CH,322.5
2722ZM,381.25
9601ED,null
6537JH,null
2315SX,null
1217PT,null
3038GB,640.0
2625PK,450.0
4381HC,null
9711JM,500.0
2623CD,370.0
4817LG,null
3765AG,null
3812DK,null
3035RM,null
3512EE,null
6511WC,null
6226AE,305.0
1091EE,null
6511TH,null
9286EA,null
3582ET,null
2312BZ,null
1182BW,null
6825CL,null
6881HP,null
5621GR,452.57
1058GA,2650.0
1056PK,1650.0
2202KD,427.5
5737PN,null
2584VX,500.0
3531KH,875.0
9406TR,null
9718SV,null
2135PT,750.0
6521GJ,null
7607JC,null
1071RB,null
1069RC,null
5628AD,null
2841SK,455.0
1222KA,601.25
9797PD,null
5623CN,550.0
2311BK,459.0
9725AV,null
1108CX,null
1103JT,750.0
7331GW,null
1017DS,null
1165MC,null
3111AT,null
3021JN,560.0
1057HV,null
3435AC,535.0
1024VB,null
6901JN,null
5611JM,null
2585XH,null
3082JC,null
1102SP,650.0
5223DG,null
3142GG,null
1052XG,null
1033PS,500.0
6537DB,null
8011NJ,1000.0
3028HK,438.0
3039LL,450.0
1072VG,null
9743KR,695.0
7545MC,null
1324ET,null
1053NM,1489.17
3027SH,510.0
5511PB,null
7532XK,340.0
3707SB,null
3011PL,null
7544GD,null
3981CM,null
5622CS,592.5
3051PS,1475.0
2312AE,330.0
2625BJ,361.0
3082PC,null
5615ST,1500.0
5915AD,null
7313EL,720.0
2021BD,null
3817AN,852.5
3522HM,null
7329CR,null
2291AE,null
3033BA,634.5
2517BK,null
1273PK,null
2518PS,465.0
3085JA,550.0
1102VD,null
3081TB,580.0
5623CG,325.0
2582VS,null
2611BE,350.0
2515JM,395.0
2324HD,null
9711HZ,null
9724BJ,null
2132GD,null
1185KT,1950.0
3011BE,1625.0
6211RR,null
1015MJ,null
1055AJ,1200.0
1821BM,null
1067AE,1500.0
9742KC,null
9718JV,null
1055GT,null
8932GN,null
9725EH,489.0
5611TC,350.0
1103MG,null
2622AX,null
6811LN,null
5223EL,null
8911DS,null
5211LP,null
5038NS,230.0
6821GK,401.0
4531CL,525.0
1074JC,550.0
3112PC,null
5622CM,500.0
6833AC,1075.0
5652JR,null
6541LD,null
3814AD,null
1951KH,null
3553BH,650.0
3062TP,null
1183PJ,null
7345AG,null
3083LM,850.0
2518XP,null
1111MJ,null
1102ZA,null
9721BS,410.0
7522CL,null
7514ZM,287.5
8033BL,null
3551SV,null
1064AL,917.86
3811LX,485.0
2531VD,525.0
3544VE,482.5
9725AL,null
5473TC,null
5521LJ,null
1082EL,null
1034VA,null
2361AH,null
3511LM,725.0
5046BB,575.0
6834CT,427.86
3817AB,null
6224GW,953.33
9724KA,460.0
7395PA,652.5
1067JG,450.0
1817GK,null
3581KN,587.5
1058KX,2810.0
1032GW,null
3526WT,947.0
1112ZK,1575.0
7556DD,null
6221BG,null
3511JC,null
3083LK,1275.0
1111VS,2750.0
9716KP,null
6221CR,null
3063ES,1200.0
4815CC,595.0
2574VN,425.0
1069DV,null
9725LL,null
5642MB,null
3531JL,1175.0
1018NG,500.0
1064LP,null
6226GR,315.0
6707CW,null
3043AT,null
4816AW,null
7513BA,285.0
1091EZ,null
6533AN,null
9718LK,335.0
6701BA,140.0
6543PT,375.0
3023RB,null
2355AE,null
6535WX,null
9737KH,null
5715BA,null
3564AA,null
9712LE,null
7321CA,null
3063JE,null
8265ME,325.0
4811VA,425.0
6217NS,null
1019BW,null
1082HM,null
5046LH,345.0
1273XK,600.0
8911GH,360.0
2522PH,497.5
3534RB,null
9713BJ,null
5261WB,null
7521HC,null
6543PB,null
4817GA,null
1102WJ,null
5691LA,null
3016DA,1400.0
3513CE,null
2573RM,null
2513AD,null
6511AC,null
3438LK,null
5014HA,954.0
3527JX,1480.0
3031SK,566.67
1034TE,null
3202HZ,358.33
5021PP,635.0
5643KM,1320.0
5211ST,1085.0
1069HV,null
1074BT,null
1056CK,477.0
2313ZC,null
1103AZ,null
1104PR,825.0
9713AT,null
5025JB,1080.0
5641AT,453.0
6825CA,null
2561DN,2450.0
1103ET,500.0
3438BT,800.0
5223MV,null
6828CJ,null
9718DA,762.0
9713GL,390.0
3072KA,692.5
1068GV,610.0
9711NA,718.0
4385KL,300.0
6221EP,568.0
5261EG,null
1335AC,null
8012VR,726.0
5622MA,null
1106VP,450.0
6715AK,null
1102HG,null
9737PW,null
3077ML,null
7533XJ,null
2517SX,null
2321DP,null
1054XH,null
3039HG,null
3526WS,850.0
9601HA,null
2251AB,null
6901AJ,330.0
3401AW,null
2312ST,367.5
1057TC,null
3811ML,null
6826LX,null
6825BK,320.0
6532BL,null
5014LW,310.0
1401RA,610.0
3074WD,2345.0
9712NA,null
6524HV,1200.0
2517AP,null
3582AG,312.0
5513NE,null
1111BP,570.0
1422WP,null
3082XS,null
3112VL,null
7417AX,825.0
3085HE,null
2034TN,null
3541EX,750.0
3445AM,425.0
8601CV,null
8031DH,350.0
2574JA,997.5
3112BB,580.0
9718JD,505.0
9726GH,null
9722HG,null
1095TJ,null
2513AP,null
5233HZ,400.0
2014EJ,null
3021NS,600.0
9743AA,842.0
6535WV,null
2625JS,350.0
1103SK,null
2312GH,null
4181AG,null
2311CB,null
3434BL,440.0
6544RX,null
9728PS,706.5
9715NV,478.0
2021CA,null
2012CP,1300.0
1111XJ,null
9711XD,null
3038JV,null
9726AR,361.0
2562EM,null
2645JL,2444.0
3038AP,383.33
1079PD,null
3112WC,null
9741NN,395.0
9725GZ,442.33
1098JR,1037.5
9728XB,300.0
1188CN,null
1104HJ,675.0
3076TH,500.0
3061JT,575.0
5223MN,null
1055PJ,null
7533AR,null
3223WG,null
9712AB,null
1095GG,675.0
3743AJ,null
9714JS,310.0
3067PG,720.0
3022GP,null
2518CK,null
5021WR,1335.0
2313SP,null
5615SV,1800.0
9351BB,420.0
1019WG,null
1079RM,null
9717KE,null
2553JJ,450.0
3141JA,400.0
5615DB,null
3813AL,null
5021PD,1035.0
1063TN,null
1741GG,482.5
5014BD,null
3082ST,null
1016SJ,null
4811XB,831.25
5237WX,null
3513BB,null
5021DK,null
1054VW,null
5211ER,900.0
6533PE,null
8232ZP,480.0
3035AK,null
2204AW,null
1328PK,null
1064PE,680.0
3721CC,null
6544VV,null
3513TL,1045.0
3068SM,342.5
6702CC,null
3071NB,645.0
7521BP,null
7534EK,null
6825DE,375.0
6219NN,null
9718PN,null
3038SW,470.0
3038AT,null
5025DG,null
3071AA,null
1098RX,null
6525TD,null
9711AL,null
1076VL,null
3042PT,null
1815TE,null
2316BS,392.0
2314XW,null
2522CA,635.0
5665BA,null
3701GR,null
6713NR,335.0
6707AJ,285.0
7417CS,null
1025MP,null
9713CK,658.33
9722EG,null
5654GA,350.0
8012DT,null
5615AE,640.0
9718JL,566.5
3435RB,450.0
3076TG,486.67
7345EA,null
1024SJ,null
2565WV,null
3071HA,460.0
1094KZ,1400.0
5224XW,400.0
5631CJ,null
7542BS,null
5211KC,null
9712NW,null
7822EE,425.0
7552VK,370.0
3828EJ,425.0
2321DS,331.67
3081HH,720.0
6531MG,null
1075TL,null
1185SZ,575.0
9715BR,380.0
3552CB,null
1171JM,null
2492RV,null
3081BN,null
1106KV,null
1068HV,1015.0
5021TK,470.0
1054MN,null
2312DV,525.0
6542WV,585.0
1064VM,null
5014LN,null
5021CD,502.5
7552CS,360.0
1215HM,null
6843GS,450.0
7417TK,null
5612JL,null
1065AL,550.0
6534XG,700.0
6711BS,null
1328HK,null
2316NE,465.0
6811GN,814.0
1072TB,null
2925ET,350.0
3531RG,null
1829CP,593.33
1057NJ,null
3131RN,null
6602WS,475.0
1079VZ,null
3511HN,null
9711VP,null
3512GK,null
2273TC,412.5
8917JB,null
3015CH,null
3603AB,1180.0
6522CS,386.25
1016NE,1250.0
7823GD,459.0
2312RE,null
9712PP,430.0
4381HB,null
3036NB,null
7512ZG,301.0
9711EE,375.0
2573VA,null
5653NC,550.0
3554HE,403.0
1221BT,null
1015RV,null
1053GT,null
3076BR,null
3083DN,null
3765ES,700.0
3112ZS,550.0
8933AP,null
3085ED,null
3011LK,1350.0
7521ZG,240.0
7545DV,800.0
1222JC,null
4926AW,null
5211JX,820.0
1015ZE,null
9718BG,null
6826SP,null
1363BB,null
2312EN,null
3531AR,null
1013DK,null
6988AA,null
1079GA,1750.0
3554HG,null
1214AC,null
5654LT,240.0
1057SB,null
2611GE,null
9611BS,750.0
2311XM,null
1091GR,null
5612HC,1350.0
2286CH,null
3033AK,497.5
1272AM,null
7038BH,null
1185BE,null
6521MB,742.5
2034AD,null
5643CJ,300.0
6217LA,495.0
1782XS,null
5021TW,null
6531HX,null
8931GB,null
5025TV,null
6659CR,null
1069NK,630.0
3117XE,null
2902CE,null
2563AC,898.75
9713BR,null
5021EM,743.4
3431KG,null
3083PX,434.0
1103RA,null
6413CK,null
3645AX,null
6823KN,641.0
8212CK,600.0
7941AP,null
1012RH,null
3068PG,null
3824EL,null
9724GB,590.0
9741LB,410.0
5913AJ,null
1402BK,null
6537PA,null
3521CE,null
1636XH,420.0
2583ER,null
5014PA,null
6713CG,920.0
6701BW,null
3081PS,150.0
1052LD,null
1075VD,null
6561KR,800.0
6212GN,null
1102SG,550.0
1102VR,512.0
4835NH,null
3021TG,450.0
7417TJ,null
3061TA,550.0
4811AB,445.0
2022EC,550.0
3552CL,null
3062LJ,null
5701PK,845.0
1104GS,null
8915CB,null
2571BR,null
1187EK,null
1013TC,null
3317WT,null
9712GT,null
2716DV,null
6512BR,null
1016AA,null
1056CT,null
5554SV,1470.0
3581ML,null
3702BK,null
3704XE,null
1012CB,null
5616BS,450.0
6532VP,null
2312GT,null
3532HK,390.0
2011WN,null
2512GZ,null
2133BH,null
6227XB,290.0
3039HE,440.0
7512GX,253.0
9711BW,null
6135JA,null
2614JL,null
6512CJ,1125.0
1689BX,null
8926LC,null
1215PG,509.0
1102EG,null
9718JR,325.0
5611AA,858.0
1215RL,null
6215AD,281.43
5066XE,null
3037XT,420.0
3031SN,605.0
1432HH,null
3708XA,null
9283TL,200.0
7547PC,843.0
1060NP,null
9717CG,null
1215RM,null
9712SJ,null
5046AE,656.0
3027HC,1150.0
1064LX,null
1091DR,1100.0
1069TR,null
2678DC,null
8441HZ,null
3063AV,null
6214SV,null
2313GJ,null
2522DJ,null
3081CG,null
8011NW,null
9301WV,null
2611RG,null
2022XR,615.0
5631BS,null
6224JB,null
1098RD,2168.0
6701DK,480.0
3068PZ,null
5623LE,1400.0
6443CA,null
3042CZ,null
3061PK,null
8031KX,null
4381SM,null
2624XM,null
8191JT,null
1077GP,440.0
2623AN,null
6512DK,455.0
6512JP,null
2546BP,null
2014HJ,450.0
2613HC,null
5625LX,null
1072XJ,null
1058AG,null
8011TL,null
1323CA,null
2011PR,null
7411JW,null
1063KW,881.25
6512GD,1025.0
2905TX,796.0
5038BH,null
7545LD,null
2523BD,561.67
9715JM,null
8011AV,321.0
2517SN,null
3067MN,null
1108DK,1455.0
3112ZH,508.33
3071BB,470.0
6267AC,500.0
1217KX,null
3531VB,null
9712NP,null
3583CZ,785.71
2624DK,null
9461KH,null
2135AK,null
6814BS,null
1067WG,565.0
1016TL,750.0
9712KR,null
1022KK,null
1068MA,null
3011RS,685.0
1071GR,900.0
9718EA,551.0
1024AC,null
5025GB,null
3512JD,null
6582EC,null
6711BC,375.0
7543EP,400.0
2312DK,1875.0
1078TX,1350.0
5612RR,null
3723DE,650.0
3524CL,300.0
9064KG,null
1063CE,1200.0
5661PC,474.0
6216PX,null
6286AG,800.0
7906KA,null
3531HG,null
1111AB,428.0
9731AA,null
8921VR,null
8922GS,324.0
6741JP,1150.0
6268ND,null
9401GT,null
3514BS,null
3011XZ,1275.0
6996AW,295.0
2353DX,null
2555AB,null
2312EE,null
3813MD,null
3581VL,null
5211MG,null
1171JW,1749.0
1055NA,null
2312NH,null
1108CC,null
3051GA,null
1034LV,null
4531DA,null
2903LC,null
7522AM,485.0
3531JP,null
1616XP,1300.0
3633ER,null
9712VH,null
6706KE,null
1079EW,null
8021CK,300.0
2132CJ,null
7514CP,337.0
2522SN,null
3074WK,435.0
8031WL,null
1082VD,null
1032AV,1025.0
7311SZ,null
6708JG,null
3081CD,360.0
3037TD,460.0
7542BX,528.43
1103LC,650.0
6541VA,475.0
1217RT,null
1018AT,null
3028AS,600.0
1012RT,null
3813LS,null
7531CA,305.0
2636JC,null
2526CL,null
3572XS,500.0
2585TP,null
1506EH,null
1097PR,735.0
5224GC,500.0
6828HN,391.0
9718GH,null
1076BJ,490.0
2334CP,null
6703BN,276.0
3512BG,1650.0
1851BB,null
3112JK,null
3063EK,500.0
9718PH,323.0
7533AJ,333.0
7415DJ,734.0
3119TL,null
3515XZ,454.0
6211XZ,null
1016BE,null
3523AG,650.0
3054AC,750.0
2911HA,null
3021XK,null
3531PK,1625.0
7511JG,null
2562TN,null
3079XV,1215.0
5613DT,null
3086BC,null
7205BR,null
2134EK,1020.0
3561VD,null
1183KX,null
7523TM,null
1951ES,775.0
3086EL,null
1432HB,null
2571HP,null
3514CB,null
5014EL,null
1059WE,null
9731BM,null
2513RN,450.0
3062TW,null
1012HC,null
1055CL,null
3831JG,null
2312PW,null
1075EJ,450.0
9714HP,702.5
9721PR,373.0
4818NL,null
1052XE,1875.0
2022DA,null
1094GM,1120.0
1215HN,null
3511ZL,null
1016KV,null
3812DG,850.0
7423XS,null
1601PZ,null
5644AE,null
2611HM,380.0
3085XH,425.0
3532ST,null
7512XT,null
4206AS,null
2011ZD,null
6544WT,260.0
6217JJ,null
3581GR,null
3755ET,null
9711LR,430.0
5246PL,null
6832AS,425.0
6133AJ,null
5612HT,null
6826NJ,null
2317XZ,null
3531CP,null
1095CL,null
2613DT,null
5037PB,null
1019GD,null
3181ZS,1215.0
5912BX,398.0
3401NZ,null
2312BG,null
5042RW,360.0
4814EG,null
3318AR,530.0
9743DA,701.6
3023ZM,512.5
2024KX,null
1063BM,1075.0
1034TL,null
3082WX,null
3061VC,585.0
8922AR,360.0
5041EJ,null
9712KB,null
6821CZ,412.5
3073KL,756.6
2317NW,null
6882NN,null
8014PN,null
9717JD,null
6524GK,null
1339HA,null
3036HK,457.5
1087ML,815.0
9713BT,null
5911KJ,792.0
7512DM,346.67
1052VN,null
1941JD,null
1115AN,407.0
1211GD,465.0
1222RH,750.0
9285LH,699.0
9728VH,null
3039LB,1500.0
3076GV,1100.0
6211PS,1566.33
3033BD,866.67
3086TG,null
2512GT,null
2042BB,null
3431GR,null
1333BH,null
1078AT,500.0
7914RT,null
6814HH,830.0
6305BD,439.0
2611PH,732.0
1082TR,480.0
3111AM,null
5021JA,1320.0
5038GS,null
4816JN,null
8915KC,null
2141XJ,null
