zipcode,average_price
5501GT,null
6214PJ,null
9712KD,null
1069HN,null
1014BV,null
8021GB,335.0
2312AA,680.0
6537NT,null
5664HG,null
1012AR,950.0
5642NH,545.0
1079DS,null
3038XJ,597.67
2593XR,650.0
1106PV,null
1324ZC,null
3513CD,null
1079JP,null
1104TK,null
9714HS,null
6701BS,410.0
3062ZE,435.0
2512XD,null
4811SC,null
2312XW,null
6211SC,null
3039DD,710.0
8141MB,null
2311XJ,null
2032TH,null
1066LC,null
9712PX,null
4818AA,505.0
1973VM,350.0
9725JR,null
3703BH,340.0
6861XJ,965.0
1098AE,677.5
2265WW,null
3514EL,695.0
7606VM,452.0
8934AS,370.0
9726AP,null
1098KK,550.0
5046KJ,727.67
3532VE,null
2596EE,null
1611HT,null
6601XW,null
2531BA,null
2518SK,444.0
6711NC,null
1106JP,650.0
3011VX,null
6533DX,500.0
9711VK,null
1061XE,null
1065XJ,null
3553HW,775.0
2801NR,397.0
5652XN,null
2021HT,null
2526KE,570.0
1112NR,285.0
9742BD,null
1103DH,null
2281AE,435.0
3314CD,null
9743AX,484.38
4814EV,366.78
1031GP,null
3022HK,null
1094KS,null
4814AR,378.0
1055VR,null
5046HP,565.0
3221LV,null
3068SG,260.0
1333ER,380.0
6211PE,425.0
1016PE,950.0
2311TV,null
2512WH,395.0
2333AS,null
6524KX,930.0
9721LM,null
3073KP,485.0
6524HX,null
3522PR,750.0
7827SL,null
1082XM,1237.5
5014EB,1100.0
9726JP,370.0
2628DR,400.0
7553VS,537.5
3436XH,null
1102SV,700.0
9712HL,null
2624TD,365.0
7201ET,null
6533KK,null
1445KZ,500.0
1064WE,700.0
5253BP,null
3527AT,625.0
8921AT,418.67
3583BP,null
7522EJ,1011.5
6531DM,425.0
1106GN,null
3021NN,1025.0
3039AG,null
3514CT,null
2102KV,980.0
1108EV,null
1017BZ,null
6211NG,944.0
6883AG,null
1107KD,365.0
3526VA,700.0
1022KE,null
2624EB,null
2511VP,1150.0
9731KH,null
5244JL,null
2628SW,395.0
7555PV,null
3118BK,null
6706GS,null
7108BS,353.0
3112BR,null
5613LV,null
7331CS,338.0
6551ZN,null
9713GK,null
6265AL,null
5258BE,null
3512TH,null
2771CN,null
2628TK,null
4811XR,760.0
1061ST,null
5708ZN,470.0
3024AC,null
5211SV,null
7513EH,270.0
1087LN,680.0
6533RT,null
1423NX,null
3311VT,null
1095CB,null
3011HL,null
1102CC,950.0
1034LZ,null
2311EV,null
2526BN,800.0
6833BS,338.67
3069SL,null
2622GB,500.0
3552AD,1005.0
1078TT,732.5
7311LJ,675.2
5612EB,null
9718AX,299.0
1054EC,null
7511JV,null
7521EB,485.0
2718JT,null
7523RZ,1650.0
3011HX,null
2321BK,null
1078CG,null
1183AB,null
8226RH,450.0
6825DN,375.0
2571AA,1350.0
3544VW,980.0
3531PB,836.67
1025TR,null
6431KW,null
3606AK,630.0
8012TC,null
2331BJ,null
1054LS,null
2291RE,null
2033WT,null
5652EE,null
3526RK,1050.0
1054AR,1107.0
3083ZN,1175.0
7551DR,450.0
2561EK,475.0
1112PR,null
8232EJ,900.0
6214AM,null
5046HC,328.33
4251VV,353.0
7607BH,null
5616JG,null
1057DJ,1745.0
2715ST,516.67
1091LK,null
5654CZ,null
3511VP,null
3202HA,null
2312VX,425.0
5018HB,null
3513TJ,560.0
9737HP,null
9714JP,null
3032PB,null
8916AX,null
8021VC,null
6821GD,null
9712PA,505.0
2332BG,null
1217CC,null
3011KP,750.0
6537TR,349.0
8926PE,760.0
1107LC,null
6419AX,null
3064AA,null
6705BX,null
2821NX,null
5551XE,null
6561WT,null
2625JA,null
5501AP,null
1031AK,450.0
2571EH,null
1059TR,1250.0
1093SJ,null
1104MM,722.22
1106DA,400.0
7545HW,329.0
5397EP,null
5643HR,null
1060RE,1487.5
2628CK,505.0
6826PB,null
1098AB,null
6541EA,520.0
9711PK,400.0
1055ZR,400.0
1067KC,1155.0
9724KH,null
2593TX,null
5616RC,985.0
1055GA,800.0
6708DD,null
8017AW,null
7543ZL,410.0
5211PH,null
6462EJ,null
1058TD,null
6828ZP,429.0
1211PD,450.0
3011GR,1038.5
3082NL,null
3531EC,null
6217JV,null
2526KM,null
1067VR,null
1106CW,null
1068EN,null
5246TC,null
1071BH,1840.0
9712TH,null
6211RH,null
7511ZC,null
1335TM,445.0
3511LS,null
1018RJ,null
7555AN,475.0
2523BR,575.0
6882AT,358.0
3552VK,null
6826LT,null
1505CN,null
9743SZ,null
6546JA,null
1033WG,null
3645DL,444.0
4849BS,null
1057GW,null
5644BV,2095.0
6524EV,485.0
6543LW,null
8911DM,581.0
2645AR,485.0
1078BB,null
3076BN,1200.0
7731GN,600.0
8933AD,400.0
8933DC,null
1012PB,2025.0
3079JA,1215.0
1107HV,1075.0
1024BT,null
4812BB,405.0
5331GX,null
7902CM,null
6663BS,null
7603NP,325.0
2563ZP,null
1272BN,null
2013RE,390.0
1852HB,null
7521TA,null
9712AV,375.0
1971EB,null
1075TN,1475.0
3071GC,null
8042CE,null
5616AG,290.0
5212EA,null
7462BE,null
7542CA,434.2
1104HP,822.5
5654DK,null
3826BC,400.0
6226BB,694.0
8011GG,null
1056KB,null
5641AL,491.0
5691LT,null
6217LS,625.67
9715CA,575.0
9712VJ,null
7823TS,390.0
3704GT,486.67
3605LL,400.0
1083VA,992.5
2012ZS,1262.5
8011GR,null
2611AK,null
5014LE,850.0
3039BA,515.4
1211NX,353.5
1221CP,null
1057CN,null
3051AE,null
2512XZ,null
3032TM,null
1217PJ,null
3038AS,null
9727JL,297.0
6545NM,400.0
5641PZ,null
1104ML,null
9721GD,240.0
6826MS,625.0
7731HH,null
6702DL,373.67
8021AD,null
1102JH,1075.0
2032MH,null
3332HC,null
5014BZ,null
5642LR,null
1064EJ,750.0
1063LM,887.5
3022TA,300.0
1052LH,null
3312GL,null
1096DT,null
7545WD,null
1112XJ,null
9761VN,null
1082MK,900.0
5623ES,null
1091NR,1350.0
2513CJ,null
1325LZ,400.0
6814AB,null
5628NM,null
3071ML,500.0
5914BV,null
1064TD,null
7543TX,null
2628GM,null
5613ES,1550.0
1161CL,600.0
1506RS,1075.0
1422AX,null
9721AB,null
3038KJ,535.0
1078VG,null
1962EE,null
4818RK,null
2518EX,575.0
5641AK,null
9712NN,558.4
2628AW,385.0
1324JA,625.0
1222RS,360.0
1068WS,null
1012BT,null
2582BC,null
7663TB,null
6825AS,337.0
3344AA,null
1112ZJ,900.0
9724JW,320.0
3023AM,1050.0
1971ZP,750.0
2324LX,null
3082KT,400.0
1016DG,1095.0
5211PN,475.0
5623LT,503.33
3071RE,350.0
2624ND,330.0
5211DJ,null
3524CB,null
3038GH,600.0
3432CH,null
5042WG,null
3552AR,null
1324GR,488.0
3816NM,null
3984KG,null
2011WV,1615.0
7513HB,327.0
6846AX,null
6524HW,null
3024BB,null
1064BN,405.0
6814JV,810.0
3544DA,null
2573RK,675.0
2135TS,null
3021AE,null
6663CM,null
3514BT,354.5
1082GB,null
6541RM,null
9715BN,900.0
4384HV,310.0
9728WJ,870.0
1057WS,875.0
5046LT,645.0
2289ED,null
6815GV,300.0
1061VL,null
9724AG,1245.0
3076CG,null
6666BX,501.67
5654LW,1545.0
3021HE,null
3532CB,340.0
2274KZ,null
3061XH,null
9721PP,325.0
1082KN,null
1079AE,null
3582PK,420.0
6883EC,1100.0
2661BZ,null
5654GM,null
1056TH,null
7314BG,null
1321CV,350.0
3583AL,null
4817GE,null
1059VN,null
3432TW,null
2614ES,null
1946ZB,null
1069NP,null
9356VG,427.0
3073CM,887.5
1185GH,700.0
2561TM,null
2597CL,null
7548PM,750.0
3074BP,365.0
8932JZ,null
8011VM,null
1363XM,650.0
7531DL,null
3086EX,null
9724EV,333.75
2715CA,798.0
5672TN,375.0
9725CH,289.5
1221AP,null
1034DR,1800.0
1053DA,null
7522CN,null
8911KD,528.0
9725HL,405.0
3454AD,null
1211GX,425.0
2541JC,587.5
9724HA,null
1072BS,null
2595AC,null
5223ZT,null
6542PX,null
7311EK,null
8918DK,null
5021LK,560.0
6986CB,365.0
7542CJ,null
6961CJ,null
9716AA,404.0
2514GK,null
3051TA,null
8933AK,325.0
6825DR,485.0
2531XS,null
3523VD,900.0
5653EW,null
5041SJ,350.0
5213SV,null
1018AJ,null
5046JC,950.0
6713MA,null
2012ZN,null
6991GP,null
3081PL,400.0
1562AB,null
1056GX,null
1217EH,null
7417BX,320.0
2012AJ,null
5283JB,null
5615JE,null
2517XN,null
3026GS,null
6824AS,null
3825VL,null
3074BH,null
6707EJ,null
2628ER,350.0
1107GR,null
3513TH,1000.0
1017SE,850.0
1021EB,541.0
5211GP,null
4819CG,null
2252AL,null
3083EX,null
2743DN,null
6578AD,null
2511AP,null
2841LV,380.0
1053VA,null
1082EX,null
6522BA,755.0
3511TW,475.0
5611RK,null
3445AC,633.0
9711ES,null
1104JD,null
9712LH,758.5
7543TM,245.0
2522ED,null
3553ED,680.0
6533VX,null
6814AR,667.0
7521BN,240.0
4813XE,null
1073XP,null
9711PL,818.0
2625BL,387.0
5211VZ,null
5014DJ,null
5581CV,400.0
6714AN,400.0
5583VC,750.0
7411RW,null
9831SX,427.0
1333VJ,530.0
3012XG,875.0
1102CA,2400.0
2013RK,null
1211KD,null
7311KT,null
2131TK,null
9725AN,400.0
1055SV,null
5011VC,null
9718HS,null
6525KB,null
1991AB,null
3023DJ,450.0
3582VX,1300.0
5046KG,390.0
1181HV,733.33
1061TC,1250.0
2512EK,null
2316SZ,360.0
6575JG,null
9742BN,456.0
1941KA,null
3119DM,null
1391SZ,481.0
2541GC,null
7512EE,270.0
1073VV,1750.0
5951BD,null
3036PV,null
1012MD,1906.67
5032CG,null
3532VK,327.5
5042MH,null
6814GD,null
1185LD,null
1223JL,670.0
7545CP,233.0
1064AJ,null
1062EP,900.0
3522HN,460.0
2593XE,null
5014EG,1072.0
1054JS,null
9715BA,null
6533SG,null
3067VD,null
6721HM,null
6824CK,null
5041KB,null
7325PP,425.0
9736RH,null
1093TG,null
3014PA,null
6545AK,334.0
3512JH,null
9621AA,null
1962BC,null
2625PX,null
1827PR,830.0
3581CZ,1350.0
6231KC,null
3024SV,null
2628HJ,900.0
8911HL,800.0
1052SB,2285.0
3314JH,445.0
6521AW,595.0
1073TR,null
1074AA,950.0
6717BA,1.0
5213AB,null
2312BW,null
2612SL,331.4
5341CT,null
5025PJ,645.0
9711JH,405.0
4814BL,900.0
5623PD,null
1079WK,null
1318GJ,null
3531WT,null
6211SB,577.5
9712EL,780.0
2135NB,null
3523CX,null
2564EV,null
1102SX,1498.75
3082KN,702.67
2316HS,345.0
1013GS,null
9727BW,441.67
5621GC,430.25
1094RA,null
9728GS,540.0
1066PW,1825.0
8019AT,367.5
3981AH,1045.0
3083XJ,1100.0
6162KG,null
1072TL,null
2645EZ,525.0
1094BB,null
6822GA,348.0
5706CC,null
1211KJ,null
1053LK,1000.0
3513EP,430.0
1185HL,null
1011MK,null
2013XD,null
3028BD,500.0
3571ZT,null
1012EX,null
5241TB,null
9722PA,null
1087KP,2100.0
1016PK,1750.0
9715AL,null
4381TL,308.33
1059ED,null
1186EB,675.0
5046CR,null
9711RW,null
1063PE,850.0
9724ET,null
1056JG,950.0
1103KV,800.0
5041BH,1025.0
1945WM,null
9716AT,345.0
1111LK,435.0
1018GM,null
5014AS,755.0
6512DJ,1000.0
5042PK,null
6662PH,null
1108EZ,null
3074EM,null
9714EL,437.5
3039DW,600.0
3073DV,null
3023KM,null
3039DR,null
3527BH,600.0
6532RB,530.0
2011GP,null
6228DP,null
9715HJ,null
6511PT,null
3981EB,950.0
9301LE,825.0
1061BV,null
1091KC,850.0
3446HA,null
1018PR,1103.0
2555MK,null
5021SL,849.0
3572VX,320.0
3034AP,null
3025HS,630.67
2546XP,null
2341HV,null
1066NJ,1100.0
9718KA,1350.0
2521ES,350.0
2802JE,null
1083HP,null
1075GV,715.0
3011JJ,695.0
3554XX,null
7824KA,null
6542ZK,1500.0
2624TE,350.0
1095MD,1950.0
5331LH,null
6833CC,335.0
1382HP,null
2324LW,281.67
1336HR,475.0
2624ZC,500.0
3077TG,null
1019LN,null
7531ZN,null
7413BH,null
3082TD,null
9501NE,533.33
1432LE,null
3553AA,null
6713HN,null
9407AC,null
1079LD,null
1355GN,null
4826LH,825.0
1103KJ,null
7522EH,null
2591CX,null
7812PC,null
1079JC,null
5616SB,null
1188LK,1400.0
2022DD,null
5613DW,null
1183BD,null
1019LZ,877.0
2593GT,null
5654AA,null
1941GL,null
3028VB,null
2574BP,null
5658BJ,null
7207MG,null
3039EJ,null
2581SL,1350.0
3051SJ,null
5911CM,null
6813HM,null
6542LA,null
3512VJ,null
6714MD,null
5631GM,490.0
9711XS,null
1098CJ,null
1078KE,null
3025VJ,603.0
8917BP,null
8922EE,875.0
2585HZ,null
1811DP,null
3028CC,null
9741PD,null
7534KJ,1094.0
1012TW,525.0
3582TX,null
6511PB,null
3031CG,null
3543EB,null
1826AD,null
1335SC,500.0
1972WS,334.0
6715AE,null
6414SK,650.0
3311HP,600.0
1102EC,580.0
1076JN,360.0
1335DK,443.6
4811WL,null
3401DH,null
6301ED,485.0
6512BS,400.0
2562CV,null
6301JH,null
9722CZ,326.0
9712HM,366.4
1094EH,null
9714JD,347.5
4811WC,null
3022MA,null
9712VM,null
2628AL,350.0
2032LC,null
1076TZ,null
9726JG,500.0
1103MS,null
8016MR,350.0
3077BL,2475.0
3531JT,1450.0
1092VR,null
3527JB,280.0
2382BJ,null
2553BN,null
3732CN,null
3562EP,null
6411HH,null
6814GH,622.0
3515EX,990.0
1186TP,null
7545SN,null
6511RL,515.0
3551DA,730.0
1072EG,null
2586RV,1220.0
3523KE,null
8448RN,null
5616BG,null
3081ZW,732.71
1183AH,320.0
9737PD,null
1104HB,null
6511SN,null
9101LB,null
3039JL,null
6537NS,900.0
6571BC,272.5
1066SE,null
1055BJ,null
3513GP,null
5612KM,795.5
2225GT,null
1185KA,null
3904ZK,null
6511TX,null
4381TV,1125.0
5056HJ,null
9711LX,null
2311HT,null
2331DZ,420.0
6713KR,990.0
5212SE,null
3031AA,null
1102JZ,650.0
2132ZV,null
2629HM,null
6511TR,null
9743HB,null
3328AB,null
3581GD,1270.0
2131RC,750.0
4811GS,null
5644TK,650.0
9724LJ,313.0
6065AR,null
2522HA,590.0
5642GJ,308.0
3511PN,554.0
2513TE,null
2274TW,null
3038VV,1308.33
6811BA,1145.0
9713EN,305.0
2518HN,437.0
6226BA,667.5
3222BG,null
2628JZ,null
1338HG,null
5658GG,null
1098WK,960.0
9742LR,null
6228CN,392.33
1328RD,null
3311VB,365.0
1335TR,null
2563HC,null
5612GM,null
3023SE,null
6821CN,null
3764BM,null
6814DD,1055.0
5025JK,965.0
1217RG,1100.0
6511GA,null
1052HM,null
4811WK,null
9718JW,445.0
6525ZH,925.0
7875TA,null
1336NC,650.0
5611VK,null
4871BA,null
5691BA,458.75
1187NR,null
3015GC,536.67
8013PC,666.67
5615PS,null
5014NP,370.0
9718LN,null
3051GH,null
7521JM,null
3083MX,1700.0
1074AH,695.0
8911GL,null
3572RC,null
6511HP,null
2551EC,null
3706AG,800.0
5231XT,454.0
2562KK,743.0
3038PL,731.78
9722ED,null
6512JS,725.0
1017ZV,null
9422AG,446.33
3072ZC,null
1942AS,null
6822LS,null
6821EX,746.67
5037DR,null
3828WD,300.0
6881VM,null
5021PM,1300.0
6821JC,985.0
5223GM,null
9714GM,310.0
3523AE,null
1016LT,2100.0
2022BR,null
1083EA,null
5216XG,null
5552EP,null
3022NG,null
2613ST,null
1058ET,null
1018VD,null
1103MX,null
8011AD,420.0
9726BD,720.0
1072XV,null
5644LH,1350.0
4101CN,null
1107JX,null
1055MB,null
1112HE,null
2583DL,null
2521AA,950.0
9717CP,null
5025PK,775.0
2013AA,500.0
2624DM,351.0
6214AA,null
3401AL,527.5
1102AZ,735.0
3813CH,600.0
3554VA,360.0
5613JG,null
7545HB,720.0
2523CK,1350.0
2225XP,null
6524VA,575.0
6131HE,355.0
7523DG,null
3066AV,675.15
1507EM,null
6828KG,1095.0
9711CK,1100.0
2401LP,null
3527KH,573.75
6828DZ,null
1069HT,600.0
9715AG,330.0
3511HA,null
3532ET,1551.5
4461LL,null
2151XG,340.0
3137PK,400.0
5912EW,null
6221SP,454.0
8911DW,null
3405NW,360.0
5615KA,755.67
1011RP,null
6811EG,null
1062AZ,null
9714BH,null
3039PK,1400.0
3021GG,null
2613RV,437.5
2461PZ,null
1058LM,null
7331GP,975.0
8023TT,368.0
1052BW,700.0
9713BK,null
3523HW,600.0
2034BZ,null
8911JW,420.0
8935EC,null
8021BL,null
1066JT,699.0
2611SX,null
1013XA,null
5611RZ,624.5
3039ZN,910.0
3039AC,null
3512PD,null
7321GN,null
6217NN,null
3038PA,null
6546RM,null
2332GA,null
9741CP,null
2132EM,750.0
2628AM,null
1053EB,null
1073TN,660.0
1107PX,null
1191TL,null
1183AC,null
3021XG,null
3551CN,null
4382SB,969.0
1062KK,null
2582XD,null
2571ER,null
1025MS,1400.0
6813GJ,460.0
7543RB,340.0
1181DM,4250.0
8932HM,null
3818XM,null
3526WP,null
1213BC,625.0
2586CE,null
1705LC,395.0
1052KX,930.0
3135BR,1030.0
3523HM,null
2312DT,500.0
2025DE,null
2565CD,1100.0
6211CC,null
5623CE,1200.0
7511KP,650.0
1103KH,1000.0
1061AZ,990.54
1181EA,560.0
1060TM,900.0
3581RT,450.0
1106KN,null
7315BK,460.0
6211GL,730.0
2547TC,null
3062GD,null
2141DS,null
5611SJ,320.0
2135PJ,null
3828AB,null
6211GR,null
5215BK,null
1817BK,null
6431XK,null
7511BB,null
5041GE,null
1103BC,null
6826LS,308.2
7491EJ,365.0
2381LG,null
9715RP,null
9171LL,null
6546JR,550.0
2312GK,462.0
5212EG,480.0
9727GE,null
4817MR,615.0
1016GG,858.0
7551DV,null
2628EJ,null
2522CL,512.5
1353LP,null
2625HG,null
9711EN,null
9711ET,null
3817HG,null
1474HD,350.0
1092KE,700.0
1068JX,null
8911HB,null
6217LC,null
2718AD,null
6708KK,410.0
9725EK,null
6821GH,null
3082LG,925.0
1015KK,null
3522JA,null
3073GB,610.75
6544WH,1400.0
7511BN,null
1115CP,null
7544DB,650.0
3022VB,null
1078RR,975.0
3085CN,null
3024XE,null
1313CR,null
1058GN,null
5691ED,null
2521RE,null
7545WB,null
6522GC,562.5
5081ZB,null
3012VC,null
1068XN,null
9712RD,355.0
1106WN,null
3531CK,1300.0
1314LS,null
1326LV,null
5625SP,null
8031KS,490.0
7412XK,287.0
1076ND,null
2562AH,null
8072HM,null
3708DD,450.0
5211DW,null
6369TS,428.0
4816JJ,null
1071LX,1250.0
1106HZ,1000.0
7514DL,304.0
3085RJ,500.0
7811JC,null
3032EM,1425.0
1112DN,null
1106KW,null
1055NW,null
2871GT,395.0
5142SN,null
3317RG,null
3811AS,273.0
9711AM,null
1422WM,725.0
1068KR,812.5
3438TK,705.0
1057ZK,925.0
5614AL,null
2628EM,null
9725AJ,null
1411HN,null
3541TS,750.0
1074VL,null
2612AZ,null
6131JJ,650.0
1334CH,500.0
3562SL,411.0
9711JZ,905.0
6524PK,432.5
3081GE,975.0
2132HV,null
3031PE,550.0
3313GX,490.0
1508CL,null
6512AV,300.0
1053EV,567.5
3513EW,null
1081BJ,1480.0
9713TC,1250.0
5617BR,null
9727BD,379.0
5611HR,null
3453RZ,750.0
1013ER,912.5
6542VM,null
5622AH,null
3641ZT,null
1221AC,1045.0
6542ZV,null
1035XE,825.0
8921BB,460.0
3722XB,null
1112AK,2475.0
1382HC,null
9716GP,450.0
7555AJ,708.33
3941AM,893.17
8918LN,430.0
1391TX,null
1104DA,null
5612BV,1750.0
1505AN,905.0
3074KA,966.67
3065PG,695.0
9714AG,null
3582SW,628.0
2907CH,null
1063CD,null
3082XA,null
3531VD,null
1017TC,null
5038TB,1675.0
6862AT,null
7665TX,1251.0
1223AX,1020.0
2547XW,null
9727AP,null
1077ST,null
6835AK,375.0
3527VH,null
1211CC,null
2274EP,null
3078JP,null
6882BT,245.0
6702CE,null
9726HG,null
2522JJ,483.33
6821ED,null
9741EG,null
3023RW,null
3112KT,null
9635AV,null
3555BV,null
5221CJ,300.0
1412GX,null
1141CM,550.0
1016KE,null
1052EZ,null
3701HN,null
3901CJ,725.0
8911GX,null
1445MM,null
7371EV,null
7533AM,null
2182GT,null
6717GK,null
3822CG,240.0
2592SZ,395.0
6717WC,null
9725BZ,null
2511VD,410.0
3039AB,450.0
1104CA,null
5213CD,null
3083ML,800.0
7522MG,321.5
1096AA,null
3731JG,null
9741EE,null
3511BW,null
5654NH,null
8225LW,615.0
7542WB,null
9711HW,null
9727HE,353.0
9711PC,363.33
3026AE,604.17
5224BA,null
3086LC,null
6544RD,null
3114TS,null
9715CW,1029.0
5612BP,null
1506CM,null
5025JX,910.0
2613ZA,450.0
1053PL,795.0
2584BA,null
5041AE,730.0
1098LK,null
2563SJ,446.0
2204AR,null
2032TB,750.0
1506DJ,null
6708PK,null
2514GG,null
2593AJ,null
3555CW,1060.0
2281SG,null
1091VB,985.0
9726GM,355.0
2312DH,370.0
3544PE,null
2624WW,500.0
2612ND,null
1211PL,null
8064DX,null
3512BT,1015.0
1404CD,null
5014BV,null
2316HG,null
3844HE,null
7311HL,null
1053XT,null
1078MR,2025.0
1102RT,800.0
7823KH,null
3571JS,null
9718LA,null
9738AD,630.0
1541KM,625.0
2316KD,null
3055ZA,null
1024VK,700.0
5223HS,395.0
1019TR,null
8861BC,438.0
2021JJ,null
3067WJ,null
9481GN,null
1098HB,null
6811KB,null
9711NP,1040.0
3841AC,null
5991BE,null
2518SZ,775.0
3061ZK,860.0
6701AS,550.0
6828ES,1025.0
2312NC,null
3512XE,null
6828ET,660.75
3111HD,null
9716JH,820.0
1502TX,null
2523AK,null
8913CH,385.0
6603LH,null
1087BC,1537.0
1034PS,750.0
5611NC,null
3012GR,null
3544AE,700.0
7532XN,null
3437KD,null
3061CZ,725.0
5612HZ,null
3031EP,555.0
2522HX,null
2321ER,null
5616LH,806.33
8251PE,null
1404EM,null
7941GH,null
1441BM,1135.0
7521EJ,400.0
1072EN,740.0
7411JC,850.0
8931BL,null
1412NH,null
1222LP,null
3011KC,622.17
3825JH,null
9724GW,370.5
3079JN,1225.0
2563BJ,null
3024XD,565.0
8933BH,null
2595RB,2200.0
1321TM,null
7522MD,null
1058XM,null
9712TB,null
3073RN,null
1072HG,null
3553CC,1130.0
2516XG,null
9718BK,385.0
4814HN,null
6706HC,null
6572AN,null
5616TX,null
2643KT,null
1018RN,null
6241AB,null
6045HH,428.0
1181ER,545.0
2582JL,null
1019NJ,800.0
5644KD,2795.0
6538DD,350.0
7557CR,null
7521SW,null
6811AL,1775.0
1034SX,null
3572EC,492.5
3021AC,null
7321DP,null
3026AB,null
5063AC,450.0
2332EK,null
7204BR,null
7512XA,310.0
2011KW,null
6222AG,null
1213TT,null
5025TT,null
5612EL,null
3561LX,null
6703HB,487.5
1423NL,null
3582EX,null
5684AW,827.0
3582EL,null
1056WZ,931.0
3028BE,null
2014CB,757.5
9726DC,null
6411CM,null
6826LK,715.0
2593SK,383.0
5344CA,null
9714GW,null
3024VG,530.0
3032SV,null
3082SJ,null
6701BV,null
2021BE,null
9731CE,null
6228SN,null
4814GA,null
2512XA,null
5611HZ,1700.0
5627KW,1.0
3772PX,505.0
3562SB,null
3026CL,700.0
7514ZW,345.0
5701KX,1088.85
9713AC,613.0
4382EV,329.17
3551CM,315.0
3011MJ,null
5614HH,null
3752HA,null
3824JB,null
6223AJ,null
6085CB,428.0
1025SB,600.0
8019AR,null
2586CT,2300.0
7543ZB,null
6707HS,null
3011BS,null
2021HW,null
6711AP,866.67
6411LG,300.0
5622JH,615.0
5642EH,null
3956CN,null
8031LA,null
5613DD,185.0
1093HG,816.67
6826NR,972.5
2711DV,null
3941GA,null
1035CP,null
6828KX,975.0
3764CM,575.0
2613PV,null
1013KA,null
9832TD,null
9726HN,367.0
2552GJ,null
3564AG,null
9724KK,null
6131HB,null
7345CK,585.0
7514BK,null
3513BM,null
1078MC,null
2021VC,null
3811DK,null
6511BB,493.0
1087KN,695.0
2101SG,null
3525GG,null
7513CC,null
1015PS,null
1815HC,null
5613LS,null
1081AL,null
1015NE,null
9718GA,null
5611NA,750.0
7513BC,null
3514EN,null
5616BX,null
6524BP,1220.0
7423ZJ,327.5
2513CZ,null
9726BC,null
1324XH,635.0
2041BB,null
6531SR,null
1098LX,981.0
6533BX,null
6221CN,745.0
9714GT,null
1567LD,null
3512TP,null
1094JM,null
2611CG,460.0
2518KE,795.0
9711KE,325.0
2903SK,null
2497CZ,null
2642JX,475.0
4761LS,500.0
1054BV,null
6522AD,450.0
3811MT,611.0
4812ED,340.0
3437JN,450.0
2908MC,null
3022GA,515.0
3818PM,null
9724KD,350.0
9718EB,null
3027HN,null
6551DT,null
7557CT,null
6826MG,null
7557GK,null
3512AP,null
7542AN,424.0
6538NJ,700.0
8013TP,null
6413CX,458.33
7512CE,null
3014GR,415.0
5014JZ,335.0
2401BN,null
9721GH,380.0
2021BB,900.0
2515AK,410.0
6536EV,null
3114XM,null
7545SE,null
5616BH,null
1053EA,null
7335GJ,null
1069DA,556.43
1105AX,null
3042RS,null
6814AA,null
3011SC,780.0
2451VT,null
6431LW,439.0
4006AG,443.0
5261BJ,524.0
2562TL,560.0
3553JW,null
6213CD,null
1352GP,325.0
6814DX,null
5012GL,null
2611LW,null
1025BD,1005.0
6881TG,null
5038PH,null
2628HV,null
3722WH,780.0
1106RH,null
9724AP,null
5615CA,null
6413NZ,439.0
1911GT,415.0
1011HP,650.0
1112WL,null
2334EB,null
1102XC,500.0
1034CG,667.78
2497EB,370.0
9715NW,null
6522BN,775.0
2522LL,null
6538HJ,null
6825AK,null
2593AA,null
6537KM,null
2312SM,null
3043BN,400.0
9801RG,null
2573GM,852.0
5611BN,null
1033TC,605.0
3561CX,390.0
9711RP,875.0
5653RJ,365.0
9713BA,1120.0
2741DM,null
7314CL,438.33
7513BK,444.5
5624JJ,null
3554TD,null
2313SN,null
6211PW,null
5611KS,null
7511LC,null
1013VX,null
9714HN,null
3086EM,null
5042BB,1025.0
2135GV,null
8921CJ,null
6511BD,null
3817CL,null
2281BV,null
3068MV,null
9405VC,463.0
8011SZ,null
1091VL,null
3042CL,null
3527CC,null
2514CW,null
2324XE,null
1941KG,1359.32
3022PR,570.0
7797RM,null
1025VN,null
1056BP,null
7545WG,null
3822CH,null
6711AG,320.0
1328TJ,null
1018WZ,1300.0
3511NJ,1595.0
7523AA,450.0
3562SH,650.0
7541WX,360.0
1188DG,850.0
2552RM,1545.0
1062HG,750.0
1221AH,null
3532VC,495.0
3583BR,400.0
1103PT,600.0
6082AM,487.5
8432PA,null
2012WS,1800.0
7511ER,545.0
2134KH,null
9713JW,334.0
1087LG,null
1111XB,null
6701BH,548.0
6136AB,305.0
1057VS,1570.0
4817CM,null
5041AH,null
5611NX,null
5211VL,1120.0
3086HL,1020.0
1065GN,843.33
6822BJ,null
9718JP,null
1060TX,null
1060RN,null
5658EN,null
8011AJ,688.33
7534AK,235.0
2901EJ,null
1055WN,null
2628EE,505.0
9712RH,1090.0
2611PR,null
3818MA,null
3564GE,null
3452CV,250.0
2021HM,null
1071PT,null
6828XC,null
5025TG,1249.0
3525ET,null
6419ED,null
3085DZ,575.0
4004KB,null
3051BE,null
3027HD,null
2202TC,650.0
3645BB,null
8017KH,null
2313SR,null
8932JJ,600.0
5921ER,650.0
3027AM,null
3956CR,335.0
2587EW,460.0
3544NV,null
3512AA,null
3112DJ,null
1068WX,null
7815GB,650.0
1825HA,null
5014JB,275.0
6811CG,null
3901RA,750.0
3033GJ,null
3074JB,null
